cht_name,eng_name,id,typhoon_year,typhoon_route,born_location,hit_date,hit_count,warning_start,warning_end,warning_count,max_intensity,max_wind_speed,landind_location,moving_info,disaster_info,link,typhoon_sn,total_accu_rain_pic,daily_accu_rain_pic,typhoon_info_pdf,typhoon_route_pic,typhoon_alert_pdf
范迪,WENDY,196812,1968,5,"149.0, 16.3",1968年 09月 06日,1,海上 1968-09-02 22:00:00;陸上 1968-09-03 10:10:00,陸上 1968-09-07 10:00:00;海上 1968-09-07 22:00:00,19,中度,45 (公尺/秒),---,形成後，在那壩島南方海面向西南西方向行進，經巴士海峽掠過恆春後轉西北西侵襲海南島，於廣東省沿岸登陸。,台灣東南部輕災，有人員傷亡、失蹤。,---,196812-范迪,196812-范迪/各測站總雨量長條圖.png,196812-范迪/各測站連續24小時累積雨量長條圖.png,196812-范迪/颱風雨量綜合資訊.pdf,196812-范迪/颱風路徑圖.png,196812-范迪/颱風警報單.pdf
雪莉,SHIRLEY,196809,1968,---,"127.1, 15.7",1968年 08月 19日,1,海上 1968-08-18 21:40:00,海上 1968-08-21 10:00:00,6,輕度,30 (公尺/秒),---,形成後向西北西行進，越過呂宋島北部，侵襲香港後登陸大陸。,---,---,196809-雪莉,196809-雪莉/各測站總雨量長條圖.png,196809-雪莉/各測站連續24小時累積雨量長條圖.png,---,196809-雪莉/颱風路徑圖.png,196809-雪莉/颱風警報單.pdf
歐莉芙,OLIVE,196005,1960,---,"132.2, 11.8",1960年 06月 28日,1,海上 1960-06-26 00:00:00,海上 1960-06-30 00:00:00,9,中度,45 (公尺/秒),---,形成後向西北西行進穿越呂宋島南部後，轉向西北，經東沙島南方海面，由雷州半島北部進入大陸。,---,---,196005-歐莉芙,---,---,---,196005-歐莉芙/颱風路徑圖.png,196005-歐莉芙/颱風警報單.pdf
羅絲,ROSE,196808,1968,---,"123.5, 17.4",1968年 08月 14日,1,海上 1968-08-14 10:00:00,海上 1968-08-15 21:20:00,4,輕度,30 (公尺/秒),---,形成後在日本南方海面折向西南，穿過琉球群島入東海後再轉向東北，進入日本海。,---,---,196808-羅絲,196808-羅絲/各測站總雨量長條圖.png,196808-羅絲/各測站連續24小時累積雨量長條圖.png,---,196808-羅絲/颱風路徑圖.png,196808-羅絲/颱風警報單.pdf
玻莉,POLLY,196807,1968,---,"156.0, 24.5",1968年 08月 10日,1,海上 1968-08-10 11:00:00,海上 1968-08-11 21:20:00,4,輕度,30 (公尺/秒),---,形成後向西北西行進，通過呂宋島北部後向西進入南海侵襲海南島，登陸於越南北部。,---,---,196807-玻莉,196807-玻莉/各測站總雨量長條圖.png,196807-玻莉/各測站連續24小時累積雨量長條圖.png,---,196807-玻莉/颱風路徑圖.png,196807-玻莉/颱風警報單.pdf
娜定,NADINE,196805,1968,9,"127.2, 18.4",1968年 07月 25日,2,海上 1968-07-22 22:00:00;陸上 1968-07-24 16:20:00,陸上 1968-07-26 22:10:00;海上 1968-07-26 22:10:00,14,輕度,25 (公尺/秒),---,形成後，向西北西進行，穿過巴士海峽掠過本省南部後，轉向西南進行，27日抵東沙島東北方海面時，與歐莉芙颱風合併後，朝向東北方向移動，於28日18時左右在台南附近登陸後減弱為熱帶性低氣壓。,東部有水災，南部有風災，有人員死亡及失蹤。,---,196805-娜定,196805-娜定/各測站總雨量長條圖.png,196805-娜定/各測站連續24小時累積雨量長條圖.png,196805-娜定/颱風雨量綜合資訊.pdf,196805-娜定/颱風路徑圖.png,196805-娜定/颱風警報單.pdf
吉達,GILDA,196733,1967,3,"156.7, 7.8",1967年 11月 18日,1,海上 1967-11-15 22:10:00;陸上 1967-11-16 16:30:00,陸上 1967-11-18 16:30:00;海上 1967-11-18 21:40:00,12,強烈,60 (公尺/秒),花蓮至成功(新港)間,形成後，在呂宋島東方海面，向西北行進，於18日10時6分在花蓮南方30公里處登陸，由台中及新竹間出海後，在台灣海峽北部減弱為熱帶性低氣壓。,花蓮地區災情慘重，有人員傷亡。,---,196733-吉達,196733-吉達/各測站總雨量長條圖.png,196733-吉達/各測站連續24小時累積雨量長條圖.png,196733-吉達/颱風雨量綜合資訊.pdf,196733-吉達/颱風路徑圖.png,196733-吉達/颱風警報單.pdf
黛納,DINAH,196730,1967,---,"147.0, 12.7",1967年 10月 26日,1,海上 1967-10-24 22:40:00;陸上 1967-10-25 17:00:00,陸上 1967-10-26 16:00:00;海上 1967-10-26 16:00:00,7,中度,45 (公尺/秒),---,形成後，在琉球南方海面，向西北西進行，至宮古島東南方海面時，轉向東北侵襲日本。,---,---,196730-黛納,196730-黛納/各測站總雨量長條圖.png,196730-黛納/各測站連續24小時累積雨量長條圖.png,---,196730-黛納/颱風路徑圖.png,196730-黛納/颱風警報單.pdf
解拉,CARLA,196729,1967,5,"141.3, 10.9",1967年 10月 18日,1,海上 1967-10-15 22:30:00;陸上 1967-10-16 22:30:00,陸上 1967-10-18 17:00:00;海上 1967-10-18 22:00:00,11,強烈,60 (公尺/秒),---,形成後，在呂宋島東方海面，向西北進行，穿過呂宋島北端後，向西北西進行，進入南海逐漸遠離。,本省東北部尤其蘭陽及基隆地區，有嚴重水災，有人員傷亡、失蹤。,---,196729-解拉,196729-解拉/各測站總雨量長條圖.png,196729-解拉/各測站連續24小時累積雨量長條圖.png,196729-解拉/颱風雨量綜合資訊.pdf,196729-解拉/颱風路徑圖.png,196729-解拉/颱風警報單.pdf
娜拉,NORA,196719,1967,2,"131.5, 20.0",1967年 08月 29日,1,海上 1967-08-28 22:40:00;陸上 1967-08-28 22:40:00,陸上 1967-08-30 10:20:00;海上 1967-08-30 10:20:00,11,中度,33 (公尺/秒),宜蘭至花蓮間,形成後，以西北西方向行進，於29日23時20分，在花蓮附近登陸，由新竹南方出海，從金門附近登陸。,全省各地無重大災情。,---,196719-娜拉,196719-娜拉/各測站總雨量長條圖.png,196719-娜拉/各測站連續24小時累積雨量長條圖.png,196719-娜拉/颱風雨量綜合資訊.pdf,196719-娜拉/颱風路徑圖.png,196719-娜拉/颱風警報單.pdf
瑪芝,MARGE,196718,1967,---,"136.9, 19.4",1967年 08月 29日,1,海上 1967-08-26 22:20:00;陸上 1967-08-28 22:40:00,陸上 1967-08-30 10:20:00;海上 1967-08-30 10:20:00,11,強烈,60 (公尺/秒),---,在那霸島南方海面形成後，向西南西移動，至呂宋島東北方海面轉向西北西，掠過呂宋島東北角後遠離。,---,---,196718-瑪芝,196718-瑪芝/各測站總雨量長條圖.png,196718-瑪芝/各測站連續24小時累積雨量長條圖.png,---,196718-瑪芝/颱風路徑圖.png,196718-瑪芝/颱風警報單.pdf
葛萊拉,CLARA,196708,1967,3,"143.6, 20.8",1967年 07月 11日,1,海上 1967-07-09 10:30:00;陸上 1967-07-09 22:20:00,陸上 1967-07-11 22:20:00;海上 1967-07-12 09:10:00,11,中度,40 (公尺/秒),宜蘭至花蓮間,形成後，在琉球南方海面向西北西進行於11日14時20分在花蓮北方20公里處登陸，由新竹出海，在福州近海減弱成熱帶性低氣壓。,花蓮有風災，嘉義、雲林、南投等地有嚴重水災，有人員傷亡、失蹤。,---,196708-葛萊拉,196708-葛萊拉/各測站總雨量長條圖.png,196708-葛萊拉/各測站連續24小時累積雨量長條圖.png,196708-葛萊拉/颱風雨量綜合資訊.pdf,196708-葛萊拉/颱風路徑圖.png,196708-葛萊拉/颱風警報單.pdf
畢莉,BILLIE,196707,1967,---,"137.7, 15.0",1967年 07月 06日,1,海上 1967-07-04 22:30:00,海上 1967-07-07 10:20:00,6,中度,35 (公尺/秒),---,形成後，向西北西進行至呂宋島東北方海面時，轉向北經宮古島南方轉向北北東侵襲日本九州。,---,---,196707-畢莉,196707-畢莉/各測站總雨量長條圖.png,196707-畢莉/各測站連續24小時累積雨量長條圖.png,---,196707-畢莉/颱風路徑圖.png,196707-畢莉/颱風警報單.pdf
艾妮達,ANITA,196706,1967,---,"131.4, 12.7",1967年 06月 29日,1,海上 1967-06-27 23:20:00;陸上 1967-06-28 16:40:00,陸上 1967-06-29 22:30:00;海上 1967-06-30 10:30:00,9,中度,35 (公尺/秒),---,形成後，向西北進行，通過巴士海峽，經台灣海峽南部由汕頭西南方登陸大陸。,---,---,196706-艾妮達,196706-艾妮達/各測站總雨量長條圖.png,196706-艾妮達/各測站連續24小時累積雨量長條圖.png,---,196706-艾妮達/颱風路徑圖.png,196706-艾妮達/颱風警報單.pdf
衛萊特,VIOLET,196704,1967,---,"149.0, 5.1",1967年 04月 11日,1,海上 1967-04-07 10:40:00;陸上 1967-04-10 19:40:00,陸上 1967-04-11 10:50:00;海上 1967-04-11 16:20:00,12,強烈,51 (公尺/秒),---,形成後，向西北西進行，通過呂宋島北端至東沙島海面後，轉向東北東行進，至恆春近海減弱為熱帶性低氣壓。,---,---,196704-衛萊特,196704-衛萊特/各測站總雨量長條圖.png,196704-衛萊特/各測站連續24小時累積雨量長條圖.png,---,196704-衛萊特/颱風路徑圖.png,196704-衛萊特/颱風警報單.pdf
海倫,HELEN,196622,1966,---,"129.0, 19.3",1966年 09月 21日,1,海上 1966-09-20 16:00:00,海上 1966-09-22 15:40:00,6,輕度,25 (公尺/秒),---,形成後向西北西行進，通過巴士海峽東部轉向北北東，抵琉球南方海面再轉向東北進行而遠離。,---,---,196622-海倫,196622-海倫/各測站總雨量長條圖.png,196622-海倫/各測站連續24小時累積雨量長條圖.png,---,196622-海倫/颱風路徑圖.png,196622-海倫/颱風警報單.pdf
艾威,IVY,196515,1965,---,"130.2, 13.9",1965年 07月 30日,1,海上 1965-07-28 22:35:00,海上 1965-07-30 09:45:00,4,中度,35 (公尺/秒),---,形成後，以偏西方向行進，侵襲呂宋島中部後又折向東轉北移動，最後併入琴恩颱風內。,---,---,196515-艾威,196515-艾威/各測站總雨量長條圖.png,196515-艾威/各測站連續24小時累積雨量長條圖.png,---,196515-艾威/颱風路徑圖.png,196515-艾威/颱風警報單.pdf
艾爾西,ELSIE,196619,1966,9,"118.0, 18.7",1966年 09月 16日,1,海上 1966-09-14 15:50:00;陸上 1966-09-14 21:00:00,陸上 1966-09-17 05:00:00;海上 1966-09-17 05:00:00,6,強烈,51 (公尺/秒),高雄與恆春間,形成後，在東沙島東方海面向東北東行進，於16日上午9時30分在恆春北方登陸，由大武附近出海，轉向東北侵襲日本。,南部蕉園損失慘重，東北部地區水災較重，有人員傷亡、失蹤。,---,196619-艾爾西,196619-艾爾西/各測站總雨量長條圖.png,196619-艾爾西/各測站連續24小時累積雨量長條圖.png,196619-艾爾西/颱風雨量綜合資訊.pdf,196619-艾爾西/颱風路徑圖.png,196619-艾爾西/颱風警報單.pdf
寇拉,CORA,196617,1966,1,"141.1, 13.2",1966年 09月 06日,1,海上 1966-09-03 22:20:00;陸上 1966-09-04 10:10:00,陸上 1966-09-07 05:20:00;海上 1966-09-07 10:30:00,15,強烈,60 (公尺/秒),---,在琉球東南方海面形成後，向西北西進行，經宮古島、彭佳嶼附近後，向西北進行，由馬祖東北方進入大陸。,北部損失輕微，有人員傷亡、失蹤。,---,196617-寇拉,196617-寇拉/各測站總雨量長條圖.png,196617-寇拉/各測站連續24小時累積雨量長條圖.png,196617-寇拉/颱風雨量綜合資訊.pdf,196617-寇拉/颱風路徑圖.png,196617-寇拉/颱風警報單.pdf
艾麗絲,ALICE,196615,1966,---,"144.4, 18.2",1966年 09月 03日,1,海上 1966-09-01 22:30:00;陸上 1966-09-02 09:55:00,陸上 1966-09-03 10:00:00;海上 1966-09-03 21:55:00,7,中度,40 (公尺/秒),---,形成後，向西行進，通過台灣北部海面，由馬祖北方進入大陸。,---,---,196615-艾麗絲,196615-艾麗絲/各測站總雨量長條圖.png,196615-艾麗絲/各測站連續24小時累積雨量長條圖.png,---,196615-艾麗絲/颱風路徑圖.png,196615-艾麗絲/颱風警報單.pdf
蒂絲,TESS,196612,1966,1,"126.8, 26.7",1966年 08月 16日,1,海上 1966-08-14 16:50:00;陸上 1966-08-15 10:20:00,陸上 1966-08-16 22:10:00;海上 1966-08-17 10:00:00,10,中度,38 (公尺/秒),---,形成後，向西進行，與蘇珊颱風作籐原效應，經台灣北部海面後，由馬祖北方登陸大陸。,中部略有災情。,---,196612-蒂絲,196612-蒂絲/各測站總雨量長條圖.png,196612-蒂絲/各測站連續24小時累積雨量長條圖.png,196612-蒂絲/颱風雨量綜合資訊.pdf,196612-蒂絲/颱風路徑圖.png,196612-蒂絲/颱風警報單.pdf
蘇珊,SUSAN,196611,1966,---,"115.8, 16.8",1966年 08月 15日,1,海上 1966-08-14 16:50:00;陸上 1966-08-15 10:20:00,陸上 1966-08-16 22:10:00;海上 1966-08-17 10:00:00,10,中度,35 (公尺/秒),---,形成後向東北經巴士海峽至臺東東方海面上與蒂絲颱風作籐原效應，於16日上午減弱為熱帶性低氣壓。,---,---,196611-蘇珊,196611-蘇珊/各測站總雨量長條圖.png,196611-蘇珊/各測站連續24小時累積雨量長條圖.png,---,196611-蘇珊/颱風路徑圖.png,196611-蘇珊/颱風警報單.pdf
妮娜,NINA,196607,1966,---,"130.1, 21.5",1966年 07月 19日,1,海上 1966-07-18 09:00:00;陸上 1966-07-18 10:00:00,陸上 1966-07-19 15:30:00;海上 1966-07-19 15:30:00,7,中度,35 (公尺/秒),---,形成後向西北西行進，至花蓮東方近海時減弱為熱帶性低氣壓。,---,---,196607-妮娜,196607-妮娜/各測站總雨量長條圖.png,196607-妮娜/各測站連續24小時累積雨量長條圖.png,---,196607-妮娜/颱風路徑圖.png,196607-妮娜/颱風警報單.pdf
瑪美,MAMIE,196606,1966,---,"124.0, 18.2",1966年 07月 16日,1,海上 1966-07-16 15:40:00,海上 1966-07-17 10:00:00,3,中度,35 (公尺/秒),---,形成後向西北西進行，通過巴士海峽南部，經東沙島海面逐漸遠離。,---,---,196606-瑪美,196606-瑪美/各測站總雨量長條圖.png,196606-瑪美/各測站連續24小時累積雨量長條圖.png,---,196606-瑪美/颱風路徑圖.png,196606-瑪美/颱風警報單.pdf
裘迪,JUDY,196603,1966,9,"116.5, 14.4",1966年 05月 30日,1,海上 1966-05-28 10:30:00;陸上 1966-05-29 17:00:00,陸上 1966-05-30 23:30:00;海上 1966-05-31 10:00:00,12,中度,40 (公尺/秒),東石與高雄間,形成後，向北北西行進，經東沙島海面轉向東北，於30日17時30分，在台南北方登陸，由台東之北出海至石垣島減弱遠離。,南部有嚴重災情(蕉園受損)，有人員傷亡、失蹤。,---,196603-裘迪,196603-裘迪/各測站總雨量長條圖.png,196603-裘迪/各測站連續24小時累積雨量長條圖.png,196603-裘迪/颱風雨量綜合資訊.pdf,196603-裘迪/颱風路徑圖.png,196603-裘迪/颱風警報單.pdf
伊瑪,IRMA,196602,1966,---,"135.2, 8.6",1966年 05月 20日,1,海上 1966-05-19 22:10:00,海上 1966-05-21 10:10:00,4,中度,40 (公尺/秒),---,形成後向西北西進行，越過菲律賓群島南部後，北移至巴士海峽南部轉向東北進行而遠離。,---,---,196602-伊瑪,196602-伊瑪/各測站總雨量長條圖.png,196602-伊瑪/各測站連續24小時累積雨量長條圖.png,---,196602-伊瑪/颱風路徑圖.png,196602-伊瑪/颱風警報單.pdf
費依,FAYE,196533,1965,---,"167.8, 8.4",1965年 11月 24日,1,海上 1965-11-23 23:00:00,海上 1965-11-24 22:30:00,3,強烈,65 (公尺/秒),---,形成後在呂宋島東方海面向西北進行，於巴士古東方轉向東北逐漸遠離。,---,---,196533-費依,196533-費依/各測站總雨量長條圖.png,196533-費依/各測站連續24小時累積雨量長條圖.png,---,196533-費依/颱風路徑圖.png,196533-費依/颱風警報單.pdf
崔絲,TRIX,196525,1965,---,"137.4, 16.7",1965年 09月 15日,1,海上 1965-09-14 23:00:00,海上 1965-09-16 10:00:00,4,強烈,60 (公尺/秒),---,形成後向西北西進行，經那霸島東南方海面時轉向北北東侵襲日本。,---,---,196525-崔絲,196525-崔絲/各測站總雨量長條圖.png,196525-崔絲/各測站連續24小時累積雨量長條圖.png,---,196525-崔絲/颱風路徑圖.png,196525-崔絲/颱風警報單.pdf
羅絲,ROSE,196523,1965,---,"127.7, 15.7",1965年 09月 03日,1,海上 1965-09-01 23:00:00,海上 1965-09-03 22:00:00,5,中度,45 (公尺/秒),---,形成後向西北西進行，通過呂宋島北端後進入南海，在雷州半島減弱。,---,---,196523-羅絲,196523-羅絲/各測站總雨量長條圖.png,196523-羅絲/各測站連續24小時累積雨量長條圖.png,---,196523-羅絲/颱風路徑圖.png,196523-羅絲/颱風警報單.pdf
瑪麗,MARY,196519,1965,2,"135.0, 19.4",1965年 08月 18日,1,海上 1965-08-17 10:00:00;陸上 1965-08-17 23:00:00,陸上 1965-08-19 09:50:00;海上 1965-08-19 21:50:00,9,強烈,75 (公尺/秒),宜蘭至花蓮間,在那壩島南方海面形成後，向西北轉西北西進行，經石垣島，於18日23時在宜蘭南方登陸後，由新竹、台中間之副低壓取代，在馬祖南方進入大陸。,東北部損失較大，有人員傷亡、失蹤。,---,196519-瑪麗,196519-瑪麗/各測站總雨量長條圖.png,196519-瑪麗/各測站連續24小時累積雨量長條圖.png,196519-瑪麗/颱風雨量綜合資訊.pdf,196519-瑪麗/颱風路徑圖.png,196519-瑪麗/颱風警報單.pdf
琴恩,JEAN,196516,1965,---,"133.2, 17.5",1965年 08月 04日,1,海上 1965-08-01 22:20:00,海上 1965-08-04 21:45:00,7,強烈,55 (公尺/秒),---,形成後在琉球南方海面向西北方向行進，通過那霸島西方近海後轉向北北東侵襲日本。,---,---,196516-琴恩,196516-琴恩/各測站總雨量長條圖.png,196516-琴恩/各測站連續24小時累積雨量長條圖.png,---,196516-琴恩/颱風路徑圖.png,196516-琴恩/颱風警報單.pdf
哈莉,HARRIET,196514,1965,4,"143.0, 11.0",1965年 07月 26日,1,海上 1965-07-24 22:50:00;陸上 1965-07-25 10:50:00,陸上 1965-07-26 22:55:00;海上 1965-07-27 09:40:00,11,強烈,51 (公尺/秒),花蓮至成功(新港)間,形成後在琉球東南方海面向西北西行進，於26日上午在成功(新港)附近登陸後由嘉義北方之副低壓取代，而由厦門附近登陸。,東部及北部略有災情，公路及鐵路損失較大。有人員傷亡、失蹤。,---,196514-哈莉,196514-哈莉/各測站總雨量長條圖.png,196514-哈莉/各測站連續24小時累積雨量長條圖.png,196514-哈莉/颱風雨量綜合資訊.pdf,196514-哈莉/颱風路徑圖.png,196514-哈莉/颱風警報單.pdf
芙瑞達,FREDA,196512,1965,---,"141.4, 9.9",1965年 07月 13日,1,海上 1965-07-12 16:30:00,海上 1965-07-14 10:45:00,6,強烈,70 (公尺/秒),---,形成後在菲律賓群島東方海面向西北西行進，越過呂宋島北部後登陸雷州半島。,---,---,196512-芙瑞達,196512-芙瑞達/各測站總雨量長條圖.png,196512-芙瑞達/各測站連續24小時累積雨量長條圖.png,---,196512-芙瑞達/颱風路徑圖.png,196512-芙瑞達/颱風警報單.pdf
鶯瑪,EMMA,196511,1965,---,"125.0, 14.9",1965年 06月 25日,1,海上 1965-06-23 23:00:00;陸上 1965-06-24 16:30:00,陸上 1965-06-25 16:10:00;海上 1965-06-25 22:00:00,8,輕度,30 (公尺/秒),---,形成後向西北西轉北北西進行，至石垣島南方海面轉向東北，抵宮古島附近海面時減弱為熱帶性低氣壓。,---,---,196511-鶯瑪,196511-鶯瑪/各測站總雨量長條圖.png,196511-鶯瑪/各測站連續24小時累積雨量長條圖.png,---,196511-鶯瑪/颱風路徑圖.png,196511-鶯瑪/颱風警報單.pdf
黛納,DINAH,196510,1965,6,"142.1, 11.9",1965年 06月 18日,1,海上 1965-06-16 10:15:00;陸上 1965-06-17 21:40:00,陸上 1965-06-19 05:45:00;海上 1965-06-19 10:15:00,12,強烈,65 (公尺/秒),台東至恆春間,形成後在菲島東方海面，向西北轉北之方向，經巴士海峽，於18日20時30分左右，在大武附近登陸後，由台灣東北方之副低壓取代，轉向東北，越過東海，侵襲日本。,東部有嚴重災情，尤以台東鎮為烈，幾乎成為一片廢墟，有人員傷亡、失蹤。,---,196510-黛納,196510-黛納/各測站總雨量長條圖.png,196510-黛納/各測站連續24小時累積雨量長條圖.png,196510-黛納/颱風雨量綜合資訊.pdf,196510-黛納/颱風路徑圖.png,196510-黛納/颱風警報單.pdf
寶佩,BABE,196508,1965,---,"109.6, 17.3",1965年 06月 04日,1,海上 1965-06-04 09:30:00,海上 1965-06-04 22:10:00,2,中度,33 (公尺/秒),---,在西沙島附近形成後向東北進行，通過香港及東沙島海面，由汕頭附近登陸。,---,---,196508-寶佩,196508-寶佩/各測站總雨量長條圖.png,---,---,196508-寶佩/颱風路徑圖.png,196508-寶佩/颱風警報單.pdf
歐珀,OPAL,196437,1964,---,"151.8, 6.1",1965年 06月 04日,1,海上 1964-12-14 10:00:00,海上 1964-12-15 10:20:00,3,強烈,75 (公尺/秒),---,形成後在菲律賓群島東方海面向西北西進行，登陸呂宋島中部後北上，於巴士海峽轉向東北，逐漸遠離,---,---,196437-歐珀,196437-歐珀/各測站總雨量長條圖.png,196437-歐珀/各測站連續24小時累積雨量長條圖.png,---,196437-歐珀/颱風路徑圖.png,196437-歐珀/颱風警報單.pdf
戴特,DOT,196426,1964,---,"136.4, 8.3",1964年 10月 09日,1,海上 1964-10-09 16:30:00,海上 1964-10-10 10:20:00,3,中度,35 (公尺/秒),---,形成後在菲律賓群島東方海面向西北進行，穿過呂宋島東北部後，由香港附近登陸。,---,---,196426-戴特,196426-戴特/各測站總雨量長條圖.png,---,---,196426-戴特/颱風路徑圖.png,196426-戴特/颱風警報單.pdf
蒂達,TILDA,196420,1964,---,"129.9, 18.4",1964年 09月 15日,1,海上 1964-09-14 10:40:00;陸上 1964-09-14 12:10:00,陸上 1964-09-15 16:00:00;海上 1964-09-15 22:00:00,8,中度,45 (公尺/秒),---,形成後向西北西進行，通過巴士海峽後，進入南海逐漸遠離。,---,---,196420-蒂達,196420-蒂達/各測站總雨量長條圖.png,196420-蒂達/各測站連續24小時累積雨量長條圖.png,---,196420-蒂達/颱風路徑圖.png,196420-蒂達/颱風警報單.pdf
沙莉,SALLY,196419,1964,---,"156.7, 9.5",1964年 09月 09日,1,海上 1964-09-07 16:20:00;陸上 1964-09-07 22:30:00,陸上 1964-09-10 05:45:00;海上 1964-09-10 10:40:00,12,強烈,75 (公尺/秒),---,形成後在呂宋島東方海面向西北西進行，通過巴士海峽及東沙島海面後，由香港附近登陸。,---,---,196419-沙莉,196419-沙莉/各測站總雨量長條圖.png,196419-沙莉/各測站連續24小時累積雨量長條圖.png,---,196419-沙莉/颱風路徑圖.png,196419-沙莉/颱風警報單.pdf
魯碧,RUBY,196418,1964,---,"132.2, 19.9",1964年 09月 03日,1,海上 1964-09-02 11:10:00;陸上 1964-09-02 22:20:00,陸上 1964-09-03 22:20:00;海上 1964-09-04 10:20:00,7,中度,35 (公尺/秒),---,形成後以偏西方向通過巴士海峽後，由香港附近進入大陸。,---,---,196418-魯碧,196418-魯碧/各測站總雨量長條圖.png,196418-魯碧/各測站連續24小時累積雨量長條圖.png,---,196418-魯碧/颱風路徑圖.png,196418-魯碧/颱風警報單.pdf
梅瑞,MARIE,196416,1964,---,"132.8, 21.0",1964年 08月 19日,1,海上 1964-08-16 23:00:00;陸上 1964-08-17 10:20:00,陸上 1964-08-19 22:20:00;海上 1964-08-20 10:00:00,13,中度,35 (公尺/秒),---,形成後向東北方向行進，至那霸島附近海面與凱西颱風呈藤原效應後消失。,---,---,196416-梅瑞,196416-梅瑞/各測站總雨量長條圖.png,196416-梅瑞/各測站連續24小時累積雨量長條圖.png,---,196416-梅瑞/颱風路徑圖.png,---
凱西,KATHY,196414,1964,---,"151.2, 27.4",1964年 08月 18日,1,海上 1964-08-16 23:00:00;陸上 1964-08-17 10:20:00,陸上 1964-08-19 22:20:00;海上 1964-08-20 10:00:00,13,強烈,55 (公尺/秒),---,形成後以偏西方向行進，至那霸島附近時與梅瑞颱風發生藤原效應後，北上侵襲日本九州。,---,---,196414-凱西,196414-凱西/各測站總雨量長條圖.png,196414-凱西/各測站連續24小時累積雨量長條圖.png,---,196414-凱西/颱風路徑圖.png,196414-凱西/颱風警報單.pdf
裘恩,JUNE,196413,1964,---,"131.6, 13.8",1964年 08月 13日,1,海上 1964-08-11 23:30:00,海上 1964-08-13 10:30:00,4,輕度,20 (公尺/秒),---,形成後向西北西進行，至巴士海峽後消失。,---,---,196413-裘恩,196413-裘恩/各測站總雨量長條圖.png,196413-裘恩/各測站連續24小時累積雨量長條圖.png,---,196413-裘恩/颱風路徑圖.png,196413-裘恩/颱風警報單.pdf
艾達,IDA,196412,1964,---,"145.5, 9.0",1964年 08月 07日,1,海上 1964-08-05 22:30:00;陸上 1964-08-07 06:00:00,陸上 1964-08-07 22:30:00;海上 1964-08-08 10:10:00,8,強烈,65 (公尺/秒),---,形成後，在呂宋島東方海面上向西北西進行，越過呂宋島北部後，由香港附近登陸。,nan,---,196412-艾達,196412-艾達/各測站總雨量長條圖.png,196412-艾達/各測站連續24小時累積雨量長條圖.png,---,196412-艾達/颱風路徑圖.png,196412-艾達/颱風警報單.pdf
艾倫,ELLEN,195906,1959,---,"136.5, 21.0",1959年 08月 05日,1,海上 1959-08-04 00:00:00;陸上 1959-08-05 00:00:00,陸上 1959-08-05 12:00:00;海上 1959-08-06 00:00:00,6,中度,45 (公尺/秒),---,形成後向西北行進，經那霸島東方近海後，轉向北北西遠離。,---,---,195906-艾倫,195906-艾倫/各測站總雨量長條圖.png,195906-艾倫/各測站連續24小時累積雨量長條圖.png,---,195906-艾倫/颱風路徑圖.png,195906-艾倫/颱風警報單.pdf
都麗絲,DORIS,196407,1964,---,"142.3, 10.1",1964年 07月 15日,1,海上 1964-07-13 22:30:00;陸上 1964-07-14 10:10:00,陸上 1964-07-15 16:00:00;海上 1964-07-15 16:00:00,7,中度,40 (公尺/秒),---,形成後，在呂宋島東方海面向西北進行，抵宮古島附近，轉向北移動，隨即減弱為熱帶性低氣壓。,nan,---,196407-都麗絲,196407-都麗絲/各測站總雨量長條圖.png,196407-都麗絲/各測站連續24小時累積雨量長條圖.png,---,196407-都麗絲/颱風路徑圖.png,196407-都麗絲/颱風警報單.pdf
貝蒂,BETTY,196405,1964,---,"132.5, 22.0",1964年 07月 04日,1,海上 1964-07-03 06:00:00;陸上 1964-07-03 09:50:00,陸上 1964-07-05 05:40:00;海上 1964-07-05 11:00:00,10,中度,45 (公尺/秒),---,形成後，向西北西轉西北進行，通過台灣東北部海面，最後在長江口消失。,nan,---,196405-貝蒂,196405-貝蒂/各測站總雨量長條圖.png,196405-貝蒂/各測站連續24小時累積雨量長條圖.png,---,196405-貝蒂/颱風路徑圖.png,196405-貝蒂/颱風警報單.pdf
溫妮,WINNIE,196403,1964,---,"132.9, 13.5",1964年 06月 30日,1,海上 1964-06-28 22:40:00,海上 1964-06-30 10:20:00,4,中度,45 (公尺/秒),---,形成後向西北西進行，越過菲律賓中部後轉向西北，於海南島附近進入大陸。,---,---,196403-溫妮,196403-溫妮/各測站總雨量長條圖.png,196403-溫妮/各測站連續24小時累積雨量長條圖.png,---,196403-溫妮/颱風路徑圖.png,196403-溫妮/颱風警報單.pdf
衛歐拉,VIOLA,196402,1964,---,"115.4, 16.1",1964年 05月 27日,1,海上 1964-05-26 16:20:00,海上 1964-05-27 22:10:00,4,中度,33 (公尺/秒),---,形成後先向東北行進，至東沙島及西沙島間海面時轉向西北進行，登陸於香港西方。,---,---,196402-衛歐拉,196402-衛歐拉/各測站總雨量長條圖.png,196402-衛歐拉/各測站連續24小時累積雨量長條圖.png,---,196402-衛歐拉/颱風路徑圖.png,196402-衛歐拉/颱風警報單.pdf
